x,y,Time,theta
1.105475226710076,-1.6999915887150618,1685462656.1986668,-1.5713466967086658
1.095297029925048,-1.7205928546190652,1685462660.4116418,-1.561606167398383
1.0840099107290055,-1.7638739585654992,1685462661.2140818,-1.55144657710234
1.0775759748428286,-1.7964446776283378,1685462661.6154742,-1.5464985763760497
1.0778865586147324,-1.8378460535420378,1685462662.0166013,-1.5415214043192984
1.0741983659095904,-1.8845634730187484,1685462662.41785,-1.5420566356698817
1.075848200356415,-1.932086699928303,1685462662.819098,-1.5338904984498998
1.074976989944377,-1.9844583011919243,1685462663.2203765,-1.5255003099395343
1.0720676943481495,-2.036510795505056,1685462663.622866,-1.5150174495438724
1.0688500900048095,-2.0955719674323627,1685462664.0241354,-1.5109897084816861
1.0680246702010956,-2.151459306248753,1685462664.425379,-1.5070501804278835
1.0648396318685454,-2.2040724999415313,1685462664.8291163,-1.507796351440398
1.057834970157935,-2.2823759295450095,1685462665.4277728,-1.5174651540969761
1.053749349749385,-2.336722053206068,1685462665.8302493,-1.553256234387343
1.0561227783687346,-2.391084668875563,1685462666.2315845,-1.5921594155366858
1.0571271922707646,-2.4459034619203375,1685462666.6327758,-1.6264734039032902
1.0614636553117442,-2.5085118199956637,1685462667.0340466,-1.6654349017155208
1.0712170815104818,-2.601570449407207,1685462667.6364202,-1.7296318562895083
1.0789339503184128,-2.6655052418721734,1685462668.0377002,-1.7649399674268385
1.0920125709283344,-2.730536017477015,1685462668.438935,-1.7676988627263415
1.101907352264413,-2.7971229997266214,1685462668.8401515,-1.7316298112093633
1.1096328967319258,-2.8668152849081943,1685462669.2414498,-1.6845652898905739
1.1133865176832556,-2.929870161455712,1685462669.6427035,-1.6471322893292142
1.119426426397653,-2.9990735794747585,1685462670.04393,-1.6062451883660809
1.1201176482137885,-3.0722402436590484,1685462670.4464748,-1.505983953135161
1.1100794530798244,-3.141422007616967,1685462670.8477318,-1.4053525979123196
1.0977909005847213,-3.215211700463527,1685462671.248975,-1.3630855273670457
1.0825950492124046,-3.284086783862204,1685462671.6502585,-1.3564128365849002
1.0663804054851804,-3.3516731983666515,1685462672.0514693,-1.3558693764306446
1.0501590453289866,-3.4162826712976915,1685462672.4527156,-1.3601477755463618
1.0388418144438245,-3.4854223049867277,1685462672.8539631,-1.4362061745035064
1.0290459044198748,-3.548885811467412,1685462673.2552242,-1.5426936310573893
1.0254805731555412,-3.6148854996533424,1685462673.6565058,-1.6580999376096217
1.0330531869545796,-3.683956810302836,1685462674.0590029,-1.745471735958307
1.0435972981137585,-3.754563370729975,1685462674.460245,-1.8173076643094532
1.0577267600991611,-3.8139000391656013,1685462674.8615437,-1.8951465864658081
1.0728236546915582,-3.878406216314724,1685462675.2627647,-1.9670990013950547
1.0964458733853175,-3.9421638555817884,1685462675.664033,-2.0435791831547654
1.1228805357708167,-4.002057021127287,1685462676.0652835,-2.12386927216608
1.1525983052587403,-4.053259323516352,1685462676.467786,-2.1911407145885007
1.1812047405496875,-4.105361739484417,1685462676.869039,-2.243354913944278
1.2220404283233475,-4.15843513899457,1685462677.270291,-2.2812555109768504
1.2577705104843737,-4.21303162416719,1685462677.6728241,-2.354021896335423
1.304834515157896,-4.25870103831227,1685462678.0742204,-2.4261443154490814
1.350911571575627,-4.29716857907436,1685462678.4753063,-2.458164805901229
1.3999966366434955,-4.3448361847100205,1685462678.8765874,-2.4915936869220916
1.4542762766469617,-4.392243134041935,1685462679.27782,-2.533441068867851
1.509216342412232,-4.431991895088094,1685462679.6790795,-2.573152399703583
1.568034654308306,-4.472837053283942,1685462680.0803115,-2.616880981855207
1.6281822248979512,-4.507671295132155,1685462680.4828503,-2.669309511168934
1.6842443897466497,-4.537753203804714,1685462680.884085,-2.714256891043979
1.7482290183749698,-4.563144954264041,1685462681.285328,-2.7540915800296837
1.8082782408729166,-4.585301177338308,1685462681.6866012,-2.7827483018894172
1.8740777457986868,-4.6128224595569,1685462682.0878613,-2.785397913320578
1.9353012492677875,-4.640109686759096,1685462682.489122,-2.7817368221907084
1.9964453157934663,-4.660910554215537,1685462682.8929107,-2.7766846088416206
2.092417552471786,-4.701277064648413,1685462683.4928346,-2.716522226371285
2.1446380170679156,-4.729748055023668,1685462683.8940034,-2.6447746743864093
2.199521531182865,-4.762654205201593,1685462684.295261,-2.5654230222461427
2.256005526392829,-4.802940151948988,1685462684.6965199,-2.487971699794612
2.3013283221842333,-4.843757651965933,1685462685.0978038,-2.4174565957327983
2.3511365594469047,-4.890443110099857,1685462685.499006,-2.3357484904344235
2.3974615874699152,-4.941124416788184,1685462685.900273,-2.2613289971099957
2.4425250956968116,-4.996129880015614,1685462686.302868,-2.1943131384909917
2.4792060582769766,-5.051328751740053,1685462686.7040217,-2.126130526085342
2.5134581597641485,-5.111423908558441,1685462687.1052935,-2.085144517820898
2.5481148195577554,-5.1725020808247235,1685462687.5065498,-2.0772141066493925
2.5819286194599447,-5.237943507303699,1685462687.907813,-2.0731626467206503
2.6159558258679136,-5.302921537368868,1685462688.3090198,-2.068720253282816
2.648456011114955,-5.368313882986003,1685462688.71031,-2.0662245400997326
2.6793896993197657,-5.431366393821057,1685462689.1115882,-2.0600027831012198
2.7088051002953177,-5.494127241641782,1685462689.51321,-2.0573796359650993
2.74641428946412,-5.559878083369601,1685462689.9140868,-2.109314454381985
2.7807925461448106,-5.61107145529165,1685462690.3153172,-2.185804075476133
2.8212468144236946,-5.66649728395847,1685462690.7166042,-2.257680969163564
