x,y,Time,theta
1.311721140398222,-2.549951182056132,1685462657.9701917,-1.9379334641025778
1.2871949010289379,-2.5558153089488074,1685462659.7093377,-1.9784669473212333
1.2856780246466766,-2.5482043841606203,1685462660.1036742,-1.9727479946151056
1.3245232949085182,-2.5765056780154567,1685462660.5302987,-1.9920980226680893
1.334940042712864,-2.5917976460958805,1685462660.9650106,-1.9908568443750219
1.2898474447364163,-2.697994705817973,1685462661.3915892,-2.0095644207075702
1.3175238405526997,-2.718956050065214,1685462661.8102458,-2.01078580073256
1.3204857971120865,-2.737207076484066,1685462662.0436273,-2.0067169857074907
1.3436188195384953,-2.6725711939124217,1685462662.462245,-1.9513940062959034
1.366905936569461,-2.6658250343854584,1685462662.880804,-1.93768016764691
1.376586994714293,-2.6557064266752186,1685462663.2993915,-1.9189369924414403
1.3743459391939152,-2.70439694669841,1685462663.7179585,-1.9094792069158335
1.2634207198900116,-2.680102113816569,1685462664.1607049,-1.9789503925777643
1.3073691062690649,-2.6950012418863207,1685462664.5712578,-1.964281334772658
1.2977640276539555,-2.6823391519948454,1685462665.0301924,-1.9405360034426773
1.3330730893821952,-2.7529681039318583,1685462665.6500726,-1.9794972612851338
1.335759187646905,-2.7578190842579526,1685462666.068608,-2.007876480905451
1.3262950535687315,-2.813308164953435,1685462666.503357,-2.062157629197046
1.352485409515601,-2.891700249047297,1685462666.8817403,-2.1180623448964737
1.4008620626525716,-2.9409631475836266,1685462667.3163476,-2.1679838487487966
1.448021580480211,-3.038564483428461,1685462667.928125,-2.228109857226662
1.4323486211459078,-3.103239276407603,1685462668.3868606,-2.243185863668141
1.4899553799767478,-3.1530129615783817,1685462668.7894297,-2.239059659930196
1.4863625768940956,-3.2486095181743426,1685462669.1999757,-2.1525153152791665
1.5036807770052243,-3.2640658473500928,1685462669.4012642,-2.1191100643985337
1.4321632898790218,-3.3341212673977703,1685462669.5864043,-2.045778035005203
1.500234893851822,-3.2535983924067713,1685462669.7796562,-2.0490089971446057
1.478587287320515,-3.284031936320955,1685462670.004991,-2.003165916924978
1.5380124893017724,-3.2429185938025156,1685462670.3028781,-1.9854438527402325
1.2776519212006385,-3.6526617785723183,1685462670.6812603,-1.758472950917035
1.2474685700901047,-3.7570531806226146,1685462671.0837436,-1.6556687911429604
1.3905036828869306,-3.6410673089118393,1685462671.5022585,-1.6571228188572693
1.3681784104552537,-3.7276773311941325,1685462671.8805726,-1.6365411482885541
1.3193968907439217,-3.8527569969139392,1685462672.3956892,-1.5821787434044385
1.4974543446484492,-3.652493973866897,1685462672.7740085,-1.7215486929912656
1.5029884343345852,-3.701272065160661,1685462673.0074687,-1.7784039932037892
1.5444427739247188,-3.6567931881025575,1685462673.2167194,-1.8629122947509607
1.3831528163371658,-3.9627383391722515,1685462673.4906204,-1.8747206724493126
1.4165470737912034,-4.00263921115803,1685462673.8689122,-1.9790067701006766
1.4456418417211578,-4.056536852825308,1685462674.2953992,-2.0614383679001493
1.478375008333396,-4.108086479704933,1685462674.7301223,-2.138528678293519
