x,y,theta,Time
1.0704161430386117,-1.6768085611487344,-1.56395128574596,1685462656.8320591
1.0771534010161714,-1.6836664547912388,-1.5682144579438855,1685462657.221059
1.0370173939197582,-1.7349898887287052,-1.5794528487336497,1685462657.667017
1.069413026186279,-1.7346797625419526,-1.6163366431985542,1685462658.074017
1.0884732595803819,-1.6740208423587268,-1.622896974312083,1685462658.477017
1.095216571904034,-1.658620378532896,-1.6232952062884274,1685462658.924017
1.103395846652101,-1.6482435242853348,-1.5647806494210135,1685462659.326017
1.0577292815856298,-1.6615347095276802,-1.5660173186836925,1685462659.780017
1.067452805881415,-1.7145396411746445,-1.5715895692328707,1685462660.1485841
1.091933013962788,-1.7165967275405887,-1.5564292937240063,1685462660.583584
1.0785654110089722,-1.6907027631378133,-1.5878786228114052,1685462661.007584
1.059983806488679,-1.6944329467331547,-1.5666115320450937,1685462661.420584
1.1015881377323764,-1.7038159464561244,-1.56623782493382,1685462661.864584
1.0758342488812644,-1.774657952980867,-1.5770013096259576,1685462662.284584
1.030963438381403,-1.8714555254033207,-1.5962164306889426,1685462662.726357
0.9928542495037154,-1.876185765162696,-1.5666302538293313,1685462663.146357
0.9877746733787564,-1.9340661982849807,-1.5712079723825931,1685462663.533357
0.9963024172929595,-1.9820001702088133,-1.5343869948272773,1685462663.952357
0.9712410806440929,-2.0284728212049874,-1.5507643400228495,1685462664.386357
1.0592692259810033,-2.0666739832205687,-1.556726138347152,1685462664.812357
1.0273591747696265,-2.142395781174724,-1.5689448129661567,1685462665.213156
0.9905321559953649,-2.1735498111253664,-1.481947522172269,1685462665.614156
0.9898175652274698,-2.2356032386228915,-1.445234409883356,1685462666.005156
0.9950865504722556,-2.313704898585748,-1.4001461924833534,1685462666.428156
1.0256460724052712,-2.349684836273816,-1.4088096347437051,1685462666.861156
1.0288717868106254,-2.3975470290831145,-1.3925575416635736,1685462667.289156
1.0678985720806258,-2.514735109674145,-1.3571969941666366,1685462667.701965
1.1396267399988107,-2.5638593267792533,-1.3482554106878788,1685462668.102965
1.1269037708306366,-2.6001437868302153,-1.3386909441790402,1685462668.504965
1.1676376759982776,-2.6796225393277533,-1.3784682984204781,1685462668.939965
1.232348745258445,-2.7799691369380133,-1.4020735487116567,1685462669.327965
1.224648252747258,-2.870050519968285,-1.4233131456566706,1685462669.780965
1.2730589559369003,-2.907963467998857,-1.499259681385432,1685462670.1921759
1.2803278806633747,-3.003857741753249,-1.6399600757299249,1685462670.598176
1.3130112247179762,-3.0337910873219127,-1.7334743894212195,1685462670.999176
1.296518777493346,-3.107636816202906,-1.7768552987740502,1685462671.401176
1.2900842750364245,-3.17097339047211,-1.7256098551577956,1685462671.841176
1.2663702692935497,-3.250498053726434,-1.7483803830298459,1685462672.237176
1.2313934924068408,-3.303247902254543,-1.7718383231868362,1685462672.5894408
1.233221939945339,-3.3425674341551472,-1.6891950453477789,1685462672.9704409
1.2510049273920156,-3.4558991581478717,-1.580277385994476,1685462673.354441
1.209173347266082,-3.557567460147754,-1.4815336044059473,1685462673.788441
1.2093855929563797,-3.6035010771196436,-1.3908738297056285,1685462674.1714408
1.2391902362538842,-3.669923930993539,-1.314065020899771,1685462674.588441
1.230967364906789,-3.722663900488798,-1.2717432369157573,1685462674.9814408
1.2850965134320755,-3.759393767843856,-1.1994392339958748,1685462675.391985
1.324217090844267,-3.788997797939576,-1.1500693865078795,1685462675.847985
1.3406070182153793,-3.868575122183944,-1.0395455722283276,1685462676.2579849
1.354776129542633,-3.9369313701623896,-0.9626621040900805,1685462676.654985
1.4406388071863525,-3.99584492807456,-0.925539750457367,1685462677.089985
1.5452085737024803,-4.051363032666357,-0.8442125805530983,1685462677.487985
1.5591705341006008,-4.0828148030116305,-0.7540082707235464,1685462677.915968
1.5953191738676926,-4.1124075191485385,-0.6777885470731474,1685462678.3209682
1.5732519022589744,-4.178150866754387,-0.6958056559452371,1685462678.7089682
1.6734146014419704,-4.207440792308669,-0.6310012669029397,1685462679.140968
1.7343925053790339,-4.256372232707022,-0.6070781548743625,1685462679.5379682
1.7602885761553912,-4.303088274979258,-0.5915394912554757,1685462679.9559681
1.8399386946579879,-4.3537467166924,-0.5589237264414328,1685462680.3205352
1.908387179975856,-4.376313352168195,-0.48212162163423045,1685462680.7385352
1.9991856957343548,-4.410969769446697,-0.42512593749574895,1685462681.183535
2.0729498553841927,-4.467911263444816,-0.4181295085121134,1685462681.571535
2.1373717386391977,-4.493453625185281,-0.4599734956459885,1685462681.983535
2.167091344685155,-4.534108714757769,-0.4905076092097484,1685462682.365535
2.202434700305352,-4.54690373129343,-0.5073116002079966,1685462682.726159
2.2874929703720395,-4.579602316800183,-0.5733287633479606,1685462683.1301591
2.3162875126029037,-4.623131965544136,-0.6539291225948376,1685462683.549159
2.362646345193531,-4.614655757947579,-0.7353475309292558,1685462683.9351592
2.427497582589163,-4.7053853393733975,-0.8410610184170766,1685462684.391159
2.487973425693022,-4.738918635094123,-0.9340420278151529,1685462684.813159
2.5458994999254414,-4.775423663015842,-1.0081277369747499,1685462685.235025
2.5973328698593297,-4.829068221432209,-1.1215182649237254,1685462685.623025
2.570547962959787,-4.885594926872221,-1.1949717670604343,1685462686.0420249
2.5962336334694402,-4.888419318024339,-1.2962731487236374,1685462686.4670248
2.630584772191277,-5.001643661141993,-1.326049850114034,1685462686.886025
2.61507036792415,-5.088860386027807,-1.3525324433575299,1685462687.3450248
2.610760026650366,-5.111442465089862,-1.3920373151493264,1685462687.771994
2.7072651349377064,-5.1437335460943014,-1.3895326881498842,1685462688.2049942
2.6745856114519695,-5.22674314008069,-1.3795386876961955,1685462688.610994
2.6929464100673024,-5.256818773211288,-1.4032744507586516,1685462689.0249941
2.7107580733532277,-5.2940492199975875,-1.406065123242358,1685462689.427994
2.709230490637792,-5.322096810438605,-1.3443631914214025,1685462689.827994
2.750865871831703,-5.38915901855612,-1.2508544502284045,1685462690.249576
2.763709982306988,-5.467565991380062,-1.1049853237285585,1685462690.639576
2.768434209109713,-5.503630243061804,-1.064030536561046,1685462691.020576
2.8124700521985933,-5.569570192319657,-0.9595310122581796,1685462691.4335759
2.819330778187396,-5.597784090668586,-0.8822473695553215,1685462691.823576
2.8884280565325686,-5.683967761680599,-0.82377065178826,1685462692.217576
2.960728727494909,-5.752338260941632,-0.7671878032154454,1685462692.641576
3.0306970313841077,-5.793888324535282,-0.7474958715762388,1685462693.0106978
3.107398481489813,-5.845727963733916,-0.6774147566406924,1685462693.407698
3.141182574036024,-5.95004829091914,-0.6406644367423677,1685462693.794698
3.1597841097544896,-6.020322555020487,-0.5805014736488826,1685462694.213698
3.212314733150971,-6.07676333609993,-0.5405202224973735,1685462694.6056979
3.2758777965431816,-6.138187915315146,-0.5170910196641597,1685462695.038698
3.3543135738995136,-6.162597376673513,-0.5071620558105578,1685462695.462256
3.4337676305424267,-6.176706361786906,-0.4703050855859737,1685462695.8422558
3.5544990893507715,-6.243396681096721,-0.3918257705213184,1685462696.285256
3.6374463786067746,-6.3044519706303745,-0.31704445421057065,1685462696.6742558
3.7509165236743462,-6.302362272656147,-0.23165886767414282,1685462697.0922558
3.836479648221792,-6.352557942336804,-0.14822783141717752,1685462697.491256
3.880011187207309,-6.350234449621869,-0.11428441456545006,1685462697.874013
3.912879921340569,-6.352818670303806,-0.0540391147104513,1685462698.298013
3.949290730632596,-6.354122588457501,-0.024971883688595757,1685462698.691013
4.009259118600569,-6.307810485922998,0.024877113910174938,1685462699.0690129
4.063734874827251,-6.306442017239598,0.053577524806812285,1685462699.438013
4.167229589320806,-6.2967699531487105,0.11207446356119996,1685462699.821013
4.303427306478569,-6.278766357035749,0.17977164836364937,1685462700.245948
4.378932780301911,-6.24658307552851,0.19204958481552112,1685462700.689948
4.431043872484585,-6.2240227701718,0.19581822462765594,1685462701.086948
4.5080946000305575,-6.202862223368379,0.1831440536724377,1685462701.507948
4.587614276675278,-6.1977831944633905,0.21853079546702475,1685462701.8969479
4.66694073160366,-6.200496016832157,0.285466516374117,1685462702.321948
4.728117859272988,-6.124905114132846,-5.914342548020616,1685462702.707948
4.890477867434791,-6.1279692203944185,-5.818159740089619,1685462703.180069
4.921126979395495,-6.046862389765184,-5.733901956806417,1685462703.587069
4.968496051811416,-5.999031361834784,-5.646128019278984,1685462703.9680688
5.018322313307401,-5.935673613861633,-5.586049768934789,1685462704.355069
5.042459221604658,-5.855209860151725,-5.479346569347381,1685462704.759069
5.0834143687977225,-5.820908410537336,-5.402823559701044,1685462705.1590688
5.1096863052476245,-5.77479659129063,-5.349044055442073,1685462705.5510828
5.1545705879985295,-5.690354400441086,-5.24089253548901,1685462705.961083
5.214786312690572,-5.643704787513623,-5.136267851037785,1685462706.3810828
5.2401715334732,-5.560963940632256,-5.030875167512769,1685462706.780083
5.2347339738568515,-5.479044011483662,-4.879748130607879,1685462707.188083
5.277684811234481,-5.423381486381129,-4.779424743852292,1685462707.563083
5.258235603060921,-5.345552312969417,-4.6622232231291445,1685462707.999422
5.291130559510211,-5.274497922692454,-4.559062650174325,1685462708.3724222
5.278540514227129,-5.238823107250316,-4.500254433792953,1685462708.756422
5.26453615748971,-5.151226580526503,-4.37108038671993,1685462709.1524222
5.241674545960409,-5.0548535723071755,-4.254199376189899,1685462709.549422
5.193742917717747,-4.974414983788223,-4.101545034973653,1685462709.959422
5.107883487434294,-4.912417952271544,-4.010789298160965,1685462710.366699
5.072335111065715,-4.811496947911338,-3.8677772688962593,1685462710.781699
5.008131827640573,-4.7762257137329724,-3.795729040258429,1685462711.201699
4.974017213891974,-4.708691371242192,-3.6830898816862274,1685462711.6276991
4.908138407332319,-4.711985573315525,-3.5710077425058055,1685462712.054699
4.803402314675829,-4.705353678145297,-3.4709213443068325,1685462712.478699
4.755043264557056,-4.695041383394642,-3.344642197207398,1685462712.869238
4.6963861846921136,-4.690674811744177,-3.210429184385627,1685462713.2722378
4.590071052485764,-4.681673129076909,-3.0916901220610287,1685462713.668238
4.526884048536978,-4.659619762510062,-2.9770249720561726,1685462714.053238
4.4601628743248725,-4.692330332563829,-2.947137669150122,1685462714.470238
4.41664378499301,-4.722475081597868,-2.872486948530058,1685462714.872238
4.336494164123224,-4.779534156610719,-2.8151411861776863,1685462715.277785
4.2740802113333904,-4.816334992393994,-2.722237551089389,1685462715.662785
4.119901689150135,-4.827611732421743,-2.6365034097950764,1685462716.0717852
4.09249001793884,-4.837938696903008,-2.581552327715524,1685462716.449785
3.980476774268895,-4.8770945302053015,-2.5597387586875198,1685462716.856785
3.877212036815935,-4.87679682461947,-2.5682216695452955,1685462717.267785
3.8258339166906006,-4.957286777894717,-2.6731684224464662,1685462717.709785
3.707862770330509,-5.004819151408715,-2.939274411865391,1685462718.090692
3.6424662555982437,-5.004571666426743,-3.236216604847854,1685462718.464692
3.543399978691657,-4.9792210747587164,-3.2907763880893732,1685462718.881692
3.467072098534556,-4.9569887948272084,-3.306843493167075,1685462719.278692
3.346479200508211,-4.9389814928977795,-3.327073579325195,1685462719.729692
3.2490208891479786,-4.927112456407991,-3.2912473522888805,1685462720.098692
3.1471386221875797,-4.940870843977378,-3.2771750635889254,1685462720.503776
3.0496225203715364,-4.888370360635952,-3.307145743057141,1685462720.881776
2.968265151798422,-4.864636098733908,-3.324893018123648,1685462721.318776
2.875035337999102,-4.822419928153325,-3.299897765584913,1685462721.703776
2.8060771045084403,-4.818685464640369,-3.3067574065997207,1685462722.117776
2.692353288041249,-4.763398004212054,-3.291153979624344,1685462722.530776
2.620396047785016,-4.780126703002385,-3.2735630447953725,1685462722.9038131
2.554694858295695,-4.775829456211457,-3.2723164242039626,1685462723.3008132
2.467300951497552,-4.7302171535387245,-3.256236347205708,1685462723.7288132
2.332882872223811,-4.710329334852984,-3.25145791211725,1685462724.118813
2.2972129493110773,-4.706624487143563,-3.2570512095483033,1685462724.539813
2.2481098239237824,-4.698627665866382,-3.3366180138031147,1685462724.923813
2.1594331810893626,-4.651444924431861,-3.3583125209563818,1685462725.348121
2.102590308373556,-4.666045273266223,-3.4304173195756227,1685462725.741121
2.070867309877682,-4.600942075165218,-3.4517982072521924,1685462726.138121
1.9922577467288265,-4.58765956171016,-3.4752261669933477,1685462726.565121
1.8859214774764732,-4.529099174674191,-3.520278566932742,1685462726.960121
1.8300830133511101,-4.528786948890749,-3.5305240984536947,1685462727.4081209
1.7332827581477372,-4.516290416189395,-3.57830197103114,1685462727.8305812
1.6683881787632848,-4.541043277887202,-3.6216951532143824,1685462728.280581
1.6175092854450748,-4.492668605273828,-3.6870335923179027,1685462728.700581
1.5857577823140114,-4.462710055582172,-3.72430957988978,1685462729.085581
1.4688899872513128,-4.360825948297987,-3.708570677011726,1685462729.523581
1.3670823878870282,-4.32827074872519,-3.6446620183361302,1685462729.927581
1.276689906625412,-4.327117398419968,-3.5240090152042876,1685462730.305498
1.2092565993702713,-4.3093942419953395,-3.4820438832996206,1685462730.689498
1.1080738118947977,-4.285310417259808,-3.4145167537968444,1685462731.0984979
1.0542867380713055,-4.2834038744609275,-3.297253835739512,1685462731.488498
0.9876853622327781,-4.256831875660889,-3.2053304182077267,1685462731.874498
0.902469020041498,-4.26845028378512,-3.0538726855763114,1685462732.248498
0.8266451955590189,-4.2297531508870225,-2.917746671682465,1685462732.634498
